regionNow	mcHistory	mcNow	species	usda_code	family	nonnative	exclude	excludeReason	nameChangeDate
1	0	1	Ranunculus acris	RAAC3	Ranunculaceae	1			
1	1	0	Ratibida columnifera	RACO3	Asteraceae	0			
1	0	0	Ranunculus ficaria	RAFI	Ranunculaceae	1			
1	1	1	Ranunculus flabellaris	RAFL	Ranunculaceae	0			
1	1	0	Ranunculus hispidus	RAHI	Ranunculaceae	0			
1	0	1	Ranunculus longirostris	RALO2	Ranunculaceae	0			
1	0	0	Ranunculus micranthus	RAMI2	Ranunculaceae	0			
1	1	0	Ratibida pinnata	RAPI	Asteraceae	0			
1	1	1	Ranunculus recurvatus	RARE2	Ranunculaceae	0			
1	1	1	Ranunculus repens	RARE3	Ranunculaceae	1			
1	0	1	Rhus aromatica	RHAR4	Anacardiaceae	0			
1	0	1	Rhynchospora capillacea	RHCA11	Cyperaceae	0			
1	0	0	Rhamnus cathartica	RHCA3	Rhamnaceae	1			
1	1	1	Rhus glabra	RHGL	Anacardiaceae	0			
1	0	1	Rhamnus lanceolata	RHLA	Rhamnaceae	0			
1	0	0	Rhodotypos scandens	RHSC3	Rosaceae	1			
1	0	1	Rhus typhina	RHTY	Anacardiaceae	0			
1	0	0	Ribes americanum	RIAM2	Grossulariaceae	0			
1	1	0	Ribes cynosbati	RICY	Grossulariaceae	0			
1	1	1	Ribes missouriense	RIMI	Grossulariaceae	0			
1	0	1	Rosa arkansana	ROAR3	Rosaceae	0			
1	0	0	Rosa carolina	ROCA4	Rosaceae	0			
1	0	0	Robinia hispida	ROHI	Fabaceae	1			
1	0	1	Rosa multiflora	ROMU	Rosaceae	1			
1	1	1	Rosa palustris	ROPA	Rosaceae	0			
1	1	0	Rorippa palustris	ROPA2	Brassicaceae	0			
1	1	1	Robinia pseudoacacia	ROPS	Fabaceae	1			
1	0	1	Rosa rubiginosa	RORU82	Rosaceae	1			
1	1	0	Rorippa sessiliflora	ROSE	Brassicaceae	0			
1	1	0	Rosa setigera	ROSE2	Rosaceae	0			
1	1	0	Rorippa sylvestris	ROSY	Brassicaceae	1			
1	0	1	Robinia viscosa	ROVI	Fabaceae	1			
1	1	1	Rumex acetosella	RUAC3	Polygonaceae	1			
1	1	1	Rubus allegheniensis	RUAL	Rosaceae	0			
1	1	1	Ruellia caroliniensis	RUCA4	Acanthaceae	0			
1	1	1	Rumex crispus	RUCR	Polygonaceae	1			
1	1	0	Rudbeckia fulgida	RUFU2	Asteraceae	0			
1	1	1	Rudbeckia hirta	RUHI2	Asteraceae	0			
1	1	1	Rubus hispidus	RUHI30	Rosaceae	0			
1	0	1	Ruellia humilis	RUHU	Acanthaceae	0			
1	0	0	Rubus idaeus	RUID	Rosaceae	0			
1	1	1	Rudbeckia laciniata	RULA3	Asteraceae	0			
1	0	1	Rubus laudatus	RULA6	Rosaceae	0			
1	1	1	Rumex obtusifolius	RUOB	Polygonaceae	1			
1	1	0	Rubus occidentalis	RUOC	Rosaceae	0			
1	1	1	Rubus odoratus	RUOD	Rosaceae	0			
1	1	1	Rumex orbiculatus	RUOR2	Polygonaceae	0			
1	0	0	Rubus pensilvanicus	RUPE3	Rosaceae	0			
1	1	1	Ruellia strepens	RUST2	Acanthaceae	0			
1	0	1	Rudbeckia subtomentosa	RUSU	Asteraceae	0			
1	1	0	Rudbeckia triloba	RUTR2	Asteraceae	0			
1	1	0	Rumex verticillatus	RUVE3	Polygonaceae	0			
1	0	0	Salix alba	SAAL2	Salicaceae	1			
1	0	1	Sassafras albidum	SAAL5	Lauraceae	0			
1	1	1	Salix amygdaloides	SAAM2	Salicaceae	0			
1	0	0	Sabatia angularis	SAAN	Gentianaceae	0			
1	0	0	Sagittaria brevirostra	SABR8	Alismataceae	0			
1	1	1	Sanguinaria canadensis	SACA13	Papaveraceae	0			
1	0	1	Sanguisorba canadensis	SACA14	Rosaceae	0			
1	1	0	Sanicula canadensis	SACA15	Apiaceae	0			
1	1	1	Saururus cernuus	SACE	Saururaceae	0			
1	0	0	Salix cordata	SACO3	Salicaceae	0			
1	1	0	Salix discolor	SADI	Salicaceae	0			
1	0	1	Salix eriocephala	SAER	Salicaceae	0			
1	0	1	Salix humilis	SAHU2	Salicaceae	0			
1	0	0	Salix interior	SAIN3	Salicaceae	0			
1	1	0	Sagittaria latifolia	SALA2	Alismataceae	0			
1	0	0	Salvia lyrata	SALY2	Lamiaceae	0			
1	0	1	Sanicula marilandica	SAMA2	Apiaceae	0			
1	1	1	Salix nigra	SANI	Salicaceae	0			
1	1	0	Sambucus nigra	SANI4	Adoxaceae	0			
1	1	1	Sanicula odorata	SAOD	Apiaceae	0			
1	1	1	Saponaria officinalis	SAOF4	Caryophyllaceae	1			
1	0	1	Salix petiolaris	SAPE5	Salicaceae	0			
1	1	1	Saxifraga pensylvanica	SAPE8	Saxifragaceae	0			
1	1	1	Sagittaria rigida	SARI	Alismataceae	0			
1	1	0	Salix sericea	SASE	Salicaceae	0			
1	0	0	Salvia xsylvestris	SASY	Lamiaceae	1			
1	1	0	Salsola tragus	SATR12	Amaranthaceae	1			
1	1	1	Sanicula trifoliata	SATR4	Apiaceae	0			
1	1	1	Samolus valerandi	SAVA3	Theophrastaceae	0			
1	0	0	Schoenoplectus acutus	SCAC3	Cyperaceae	0			
1	1	1	Scirpus atrovirens	SCAT2	Cyperaceae	0			
1	1	1	Scirpus cyperinus	SCCY	Cyperaceae	0			
1	0	0	Sclerochloa dura	SCDU2	Poaceae	1			
1	0	1	Scutellaria galericulata	SCGA	Lamiaceae	0			
1	1	1	Scutellaria incana	SCIN	Lamiaceae	0			
1	1	0	Scutellaria lateriflora	SCLA2	Lamiaceae	0			
1	1	0	Scirpus lineatus	SCLI5	Cyperaceae	0			
1	1	0	Scrophularia marilandica	SCMA2	Scrophulariaceae	0			
1	0	1	Scutellaria nervosa	SCNE2	Lamiaceae	0			
1	0	0	Scutellaria ovata	SCOV	Lamiaceae	0			
1	0	1	Scutellaria parvula	SCPA7	Lamiaceae	0			
1	0	0	Scirpus pendulus	SCPE4	Cyperaceae	0			
1	1	0	Lolium pratense	SCPR4	Poaceae	1			5/6/2016
1	1	0	Schoenoplectus pungens	SCPU10	Cyperaceae	0			
1	0	1	Schizachyrium scoparium	SCSC	Poaceae	0			
1	0	1	Scilla siberica	SCSI2	Hyacinthaceae	1			
1	1	1	Schoenoplectus tabernaemontani	SCTA2	Cyperaceae	0			
1	0	0	Scleria triglomerata	SCTR	Cyperaceae	0			
1	0	0	Scleria verticillata	SCVE2	Cyperaceae	0			
1	0	0	Selaginella apoda	SEAP	Selaginellaceae	0			
1	0	0	Setaria faberi	SEFA	Poaceae	1			
1	1	1	Senna hebecarpa	SEHE3	Fabaceae	0			
1	0	1	Setaria italica	SEIT	Poaceae	1			
1	0	0	Senna marilandica	SEMA11	Fabaceae	0			
1	1	0	Setaria pumila	SEPU8	Poaceae	1			
1	0	0	Sedum sarmentosum	SESA	Crassulaceae	1			
1	1	1	Sedum ternatum	SETE3	Crassulaceae	0			
1	0	1	Coronilla varia	SEVA4	Fabaceae	1	1	synonym	
1	0	1	Securigera varia	SEVA4	Fabaceae	1			
1	1	1	Setaria verticillata	SEVE3	Poaceae	1			
1	1	0	Setaria viridis	SEVI4	Poaceae	1			
1	0	0	Senecio vulgaris	SEVU	Asteraceae	1			
1	0	0	Sisymbrium altissimum	SIAL2	Brassicaceae	1			
1	0	1	Sisyrinchium albidum	SIAL3	Iridaceae	0			
1	1	0	Sicyos angulatus	SIAN	Cucurbitaceae	0			
1	1	0	Silene antirrhina	SIAN2	Caryophyllaceae	0			
1	1	0	Sisyrinchium angustifolium	SIAN3	Iridaceae	0			
1	1	0	Sinapis arvensis	SIAR4	Brassicaceae	1			
1	0	1	Silene csereii	SICS	Caryophyllaceae	1			
1	1	0	Silene latifolia	SILA21	Caryophyllaceae	1			
1	0	1	Silphium laciniatum	SILA3	Asteraceae	0			
1	1	1	Silene nivea	SINI	Caryophyllaceae	1			
1	1	1	Sisymbrium officinale	SIOF	Brassicaceae	1			
1	1	0	Silphium perfoliatum	SIPE2	Asteraceae	0			
1	1	1	Sida spinosa	SISP	Malvaceae	1			
1	1	1	Silene stellata	SIST	Caryophyllaceae	0			
1	1	1	Sium suave	SISU2	Apiaceae	0			
1	0	1	Silphium terebinthinaceum	SITE	Asteraceae	0			
1	1	1	Planodes virginicum	SIVI2	Brassicaceae	0			5/6/2016
1	1	1	Silene virginica	SIVI4	Caryophyllaceae	0			
1	0	1	Silene vulgaris	SIVU	Caryophyllaceae	1			
1	0	0	Smilax ecirrata	SMEC	Smilacaceae	0			
1	1	0	Smilax glauca	SMGL	Smilacaceae	0			
1	0	1	Smilax herbacea	SMHE	Smilacaceae	0			
1	1	0	Smilax lasioneura	SMLA3	Smilacaceae	0			
1	0	1	Smilax rotundifolia	SMRO	Smilacaceae	0			
1	1	1	Smilax tamnoides	SMTA2	Smilacaceae	0			
1	0	0	Solidago altissima	SOAL6	Asteraceae	0			
1	0	0	Sonchus arvensis	SOAR2	Asteraceae	1			
1	0	0	Sonchus asper	SOAS	Asteraceae	1			
1	0	1	Sorghum bicolor	SOBI2	Poaceae	1			
1	0	1	Solanum carolinense	SOCA3	Solanaceae	1			
1	1	0	Solidago caesia	SOCA4	Asteraceae	0			
1	1	1	Solidago canadensis	SOCA6	Asteraceae	0			
1	1	1	Solanum dulcamara	SODU	Solanaceae	1			
1	1	1	Solidago flexicaulis	SOFL2	Asteraceae	0			
1	1	1	Solidago gigantea	SOGI	Asteraceae	0			
1	1	0	Sorghum halepense	SOHA	Poaceae	1			
1	1	1	Solidago juncea	SOJU	Asteraceae	0			
1	1	1	Solidago nemoralis	SONE	Asteraceae	0			
1	0	1	Sorghastrum nutans	SONU2	Poaceae	0			
1	1	1	Sonchus oleraceus	SOOL	Asteraceae	1			
1	1	0	Solidago patula	SOPA2	Asteraceae	0			
1	1	1	Solanum ptychanthum	SOPT7	Solanaceae	0			
1	0	1	Solanum rostratum	SORO	Solanaceae	1			
1	1	1	Solidago rugosa	SORU2	Asteraceae	0			
1	0	0	Solidago uliginosa	SOUL	Asteraceae	0			
1	0	0	Solidago ulmifolia	SOUL2	Asteraceae	0			
1	1	1	Spiraea alba	SPAL2	Rosaceae	0			
1	0	1	Sparganium angustifolium	SPAN2	Sparganiaceae	0			
1	0	0	Spiranthes cernua	SPCE	Orchidaceae	0			
1	1	0	Sporobolus compositus	SPCO16	Poaceae	1			
1	1	0	Sporobolus cryptandrus	SPCR	Poaceae	0			
1	1	0	Sparganium eurycarpum	SPEU	Sparganiaceae	0			
1	0	0	Sphenopholis intermedia	SPIN3	Poaceae	0			
1	0	0	Spiranthes lucida	SPLU2	Orchidaceae	0			
1	1	0	Sporobolus neglectus	SPNE2	Poaceae	0			
1	0	0	Sphenopholis nitida	SPNI	Poaceae	0			
1	1	0	Sphenopholis obtusata	SPOB	Poaceae	0			
1	0	0	Spiranthes ovalis	SPOV	Orchidaceae	0			
1	0	1	Spartina pectinata	SPPE	Poaceae	0			
1	0	0	Spirodela polyrrhiza	SPPO	Araceae	0			
1	1	0	Sporobolus vaginiflorus	SPVA	Poaceae	0			
1	0	0	Stachys aspera	STAS	Lamiaceae	0			
1	0	0	Stachys byzantina	STBY	Lamiaceae	1			
1	1	0	Stylophorum diphyllum	STDI3	Papaveraceae	0			
1	1	1	Strophostyles helvola	STHE9	Fabaceae	0			
1	1	1	Stellaria media	STME2	Caryophyllaceae	1			
1	1	1	Stachys palustris	STPA	Lamiaceae	0			
1	0	1	Stachys pilosa	STPI6	Lamiaceae	0			
1	1	1	Stellaria pubera	STPU	Caryophyllaceae	0			
1	1	0	Stachys tenuifolia	STTE	Lamiaceae	0			
1	1	1	Staphylea trifolia	STTR	Staphyleaceae	0			
1	0	0	Symphyotrichum xamethystinum	SYAM3	Asteraceae	0			
1	1	0	Symphyotrichum cordifolium	SYCO4	Asteraceae	0			
1	0	1	Symphyotrichum drummondii	SYDR	Asteraceae	0			
1	0	1	Symphyotrichum ericoides	SYER	Asteraceae	0			
1	1	0	Symplocarpus foetidus	SYFO	Araceae	0			
1	1	1	Synandra hispidula	SYHI	Lamiaceae	0			
1	0	1	Symphyotrichum laeve	SYLA3	Asteraceae	0			
1	0	1	Symphyotrichum lateriflorum	SYLA4	Asteraceae	0			
1	1	1	Symphyotrichum lanceolatum	SYLA6	Asteraceae	0			
1	1	1	Symphyotrichum novae-angliae	SYNO2	Asteraceae	0			
1	0	1	Symphyotrichum oolentangiense	SYOO	Asteraceae	0			
1	1	1	Symphoricarpos orbiculatus	SYOR	Caprifoliaceae	1			
1	1	0	Symphyotrichum pilosum	SYPI2	Asteraceae	0			
1	0	1	Symphyotrichum praealtum	SYPR5	Asteraceae	0			
1	1	0	Symphyotrichum puniceum	SYPU	Asteraceae	0			
1	0	1	Symphyotrichum shortii	SYSH	Asteraceae	0			
1	0	0	Tanacetum balsamita	TABA	Asteraceae	1			
1	1	0	Taenidia integerrima	TAIN	Apiaceae	0			
1	1	0	Taraxacum officinale	TAOF	Asteraceae	1			
1	1	0	Tanacetum vulgare	TAVU	Asteraceae	1			
1	1	1	Teucrium canadense	TECA3	Lamiaceae	0			
1	1	0	Thlaspi arvense	THAR5	Brassicaceae	1			
1	1	1	Thaspium barbinode	THBA	Apiaceae	0			
1	1	1	Thalictrum dasycarpum	THDA	Ranunculaceae	0			
1	1	1	Thalictrum dioicum	THDI	Ranunculaceae	0			
1	1	1	Thelypteris palustris	THPA	Thelypteridaceae	0			
1	1	1	Thalictrum revolutum	THRE	Ranunculaceae	0			
1	1	1	Thalictrum thalictroides	THTH2	Ranunculaceae	0			
1	1	0	Thaspium trifoliatum	THTR	Apiaceae	0			
1	1	1	Tilia americana	TIAM	Malvaceae	0			
1	1	1	Toxicodendron radicans	TORA2	Anacardiaceae	0			
1	0	1	Toxicodendron vernix	TOVE	Anacardiaceae	0			
1	1	0	Triosteum aurantiacum	TRAU4	Caprifoliaceae	0			
1	0	1	Trientalis borealis	TRBO2	Myrsinaceae	0			
1	0	0	Trichostema brachiatum	TRBR5	Lamiaceae	0			
1	0	0	Trifolium campestre	TRCA5	Fabaceae	1			
1	0	1	Tragopogon dubius	TRDU	Asteraceae	"1,2"			
1	0	1	Trifolium dubium	TRDU2	Fabaceae	1			
1	0	1	Trillium erectum	TRER3	Melanthiaceae	0			
1	1	0	Tridens flavus	TRFL2	Poaceae	0			
1	0	1	Trillium flexipes	TRFL6	Melanthiaceae	0			
1	0	1	Triadenum fraseri	TRFR	Hypericaceae	0			
1	0	1	Trifolium hybridum	TRHY	Fabaceae	1			
1	0	1	Tragopogon lamottei	TRLA30	Asteraceae	1	1	synonym	
1	0	1	Tragopogon pratensis	TRLA30	Asteraceae	1			
1	0	1	Trillium nivale	TRNI2	Melanthiaceae	0			
1	0	0	Tradescantia ohiensis	TROH	Commelinaceae	0			
1	1	1	Triodanis perfoliata	TRPE4	Campanulaceae	0			
1	0	1	Triosteum perfoliatum	TRPE5	Caprifoliaceae	0			
1	1	0	Tragopogon porrifolius	TRPO	Asteraceae	1			
1	1	1	Trifolium pratense	TRPR2	Fabaceae	1			
1	0	1	Trifolium repens	TRRE3	Fabaceae	1			
1	1	1	Trillium recurvatum	TRRE5	Melanthiaceae	0			
1	1	1	Trillium sessile	TRSE2	Melanthiaceae	0			
1	1	0	Tradescantia subaspera	TRSU2	Commelinaceae	0			
1	1	0	Triphora trianthophora	TRTR3	Orchidaceae	0			
1	1	1	Tradescantia virginiana	TRVI	Commelinaceae	0			
1	1	0	Typha angustifolia	TYAN	Typhaceae	0			
1	1	1	Typha latifolia	TYLA	Typhaceae	0			
1	1	1	Ulmus americana	ULAM	Ulmaceae	0			
1	0	1	Ulmus pumila	ULPU	Ulmaceae	1			
1	1	1	Ulmus rubra	ULRU	Ulmaceae	0			
1	1	1	Ulmus thomasii	ULTH	Ulmaceae	0			
1	1	0	Urtica dioica	URDI	Urticaceae	0			
1	0	1	Utricularia macrorhiza	UTMA	Lentibulariaceae	0			
1	0	0	Uvularia grandiflora	UVGR	Colchicaceae	0			
1	0	1	Valerianella chenopodiifolia	VACH	Valerianaceae	0			
1	1	1	Valeriana pauciflora	VAPA2	Valerianaceae	0			
1	0	0	Valerianella radiata	VARA	Valerianaceae	0			
1	1	1	Valerianella umbilicata	VAUM	Valerianaceae	0			
1	1	0	Verbesina alternifolia	VEAL	Asteraceae	0			
1	1	1	Veronica anagallis-aquatica	VEAN2	Plantaginaceae	0			
1	1	1	Veronica arvensis	VEAR	Plantaginaceae	1			
1	1	0	Verbascum blattaria	VEBL	Scrophulariaceae	1			
1	1	1	Verbena bracteata	VEBR	Verbenaceae	0			
1	0	1	Verbena xengelmannii	VEEN2	Verbenaceae	0			
1	0	1	Vernonia fasciculata	VEFA2	Asteraceae	0			
1	1	0	Vernonia gigantea	VEGI	Asteraceae	0			
1	0	1	Verbena hastata	VEHA2	Verbenaceae	0			
1	0	1	Veronica officinalis	VEOF2	Plantaginaceae	0			
1	1	0	Veronica peregrina	VEPE2	Plantaginaceae	0			
1	0	1	Veronica persica	VEPE3	Plantaginaceae	1			
1	0	0	Verbena xperriana	VEPE4	Verbenaceae	0			
1	0	1	Veronica polita	VEPO	Plantaginaceae	1			
1	0	1	Veronica scutellata	VESC2	Plantaginaceae	0			
1	1	0	Veronica serpyllifolia	VESE	Plantaginaceae	1			
1	1	1	Verbena simplex	VESI	Verbenaceae	0			
1	1	1	Verbena stricta	VEST	Verbenaceae	0			
1	1	1	Verbascum thapsus	VETH	Scrophulariaceae	1			
1	1	1	Verbena urticifolia	VEUR	Verbenaceae	0			
1	1	0	Veronicastrum virginicum	VEVI4	Plantaginaceae	0			
1	1	1	Veratrum virginicum	VEVI5	Melanthiaceae	0			
1	1	0	Veratrum woodii	VEWO3	Liliaceae	0			
1	0	1	Viburnum acerifolium	VIAC	Adoxaceae	0			
1	0	1	Vitis aestivalis	VIAE	Vitaceae	0			
1	0	1	Viola affinis	VIAF2	Violaceae	0			
1	1	0	Viola canadensis	VICA4	Violaceae	0			
1	1	1	Vitis cinerea	VICI2	Vitaceae	0			
1	0	0	Viola cucullata	VICU	Violaceae	0			
1	0	0	Viburnum dentatum	VIDE	Adoxaceae	1			
1	0	1	Viburnum lantana	VILA	Adoxaceae	1			
1	0	1	Viburnum lentago	VILE	Adoxaceae	0			
1	0	1	Viola macloskeyi	VIMA2	Violaceae	0			
1	1	1	Vinca minor	VIMI2	Apocynaceae	1			
1	0	0	Viburnum opulus	VIOP	Adoxaceae	0			
1	1	1	Viburnum prunifolium	VIPR	Adoxaceae	0			
1	1	0	Viola pubescens	VIPU3	Violaceae	0			
1	1	1	Viburnum rafinesquianum	VIRA	Adoxaceae	0			
1	1	1	Vitis riparia	VIRI	Vitaceae	0			
1	0	1	Viola sagittata	VISA2	Violaceae	0			
1	1	1	Viola sororia	VISO	Violaceae	0			
1	1	1	Viola striata	VIST3	Violaceae	0			
1	1	1	Viola triloba	VITR2	Violaceae	0			
1	1	1	Vicia villosa	VIVI	Fabaceae	1			
1	1	1	Vitis vulpina	VIVU	Vitaceae	0			
1	0	1	Woodsia obtusa	WOOB2	Dryopteridaceae	0			
1	1	0	Xanthium strumarium	XAST	Asteraceae	0			
1	0	1	Yucca flaccida	YUFL2	Agavaceae	0			
1	1	0	Zanthoxylum americanum	ZAAM	Rutaceae	0			
1	0	1	Zannichellia palustris	ZAPA	Potamogetonaceae	0			
1	0	1	Zea mays	ZEMA	Poaceae	1			
1	1	1	Zizia aurea	ZIAU	Apiaceae	0			
